sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level,category_display_name,rejection_reason
S000586338,2023-03-15,C048698,Reza,Karimi,reza.karimi48698@example.com,09157383489,Mashhad,2022-09-17,P00170,Smart Puzzle 170,office,278.29,603.83,B006,North Branch 6,Tehran,online,0,0,card,2025-04-13,134,20,Office,invalid quantity
S000587575,2024-12-26,C048562,Omid,Rostami,omid.rostami48562@example.com,09312642273,Rasht,2020-08-24,P00443,Smart Puzzle 443,books,337.64,456.41,B005,South Branch 5,Tehran,online,0,0,card,2024-05-28,494,75,Books,invalid quantity
S000588812,2024-10-16,C043404,Ali,Jafari,ali.jafari43404@example.com,09229765693,Karaj,2021-12-22,P00203,Smart Desk 203,books,140.57,251.88,B006,North Branch 6,Tehran,online,0,0,card,2023-07-05,72,30,Books,invalid quantity
S000589352,2023-10-17,C043761,Leila,Rahimi,leila.rahimi43761@example.com,09194549965,Tehran,2020-02-14,P00411,Max Desk 411,garden,25.89,56.32,B008,West Branch 8,Isfahan,store,-2,0,online,2024-09-11,47,50,Garden,invalid quantity
S000590049,2024-11-07,C034191,Hana,Mohammadi,hana.mohammadi34191@example.com,09743609780,Shiraz,2020-08-02,P00139,Prime Mixer 139,gaming,149.35,256.99,B019,Bazaar Branch 19,Shiraz,mobile,0,0,card,2024-04-14,423,50,Gaming,invalid quantity
S000591286,2024-08-02,C043693,Ali,Salehi,ali.salehi43693@example.com,09377050461,Rasht,2023-07-17,P00062,Prime Sneakers 62,home appliances,358.63,458.16,B017,Express Branch 17,Tehran,online,0,0,card,2023-01-21,380,30,Home Appliances,invalid quantity
S000592523,2024-05-04,C006417,Leila,Rahimi,leila.rahimi6417@example.com,09843082157,Isfahan,2023-12-23,P00204,Prime Sneakers 204,beauty,184.44,355.83,B029,North Branch 29,Tehran,mobile,0,0,online,2023-08-16,363,40,Beauty,invalid quantity
S000592555,2025-06-26,C014237,Sara,Rahimi,sara.rahimi14237@example.com,09759143768,Shiraz,2020-11-06,P00203,Smart Desk 203,books,140.57,251.88,B018,North Branch 18,Tabriz,partner,-5,25,online,2024-11-19,386,30,Books,invalid quantity
S000593760,2024-08-22,C030235,Yasin,Akbari,yasin.akbari30235@example.com,09429138230,Shiraz,2021-01-03,P00371,Mini Desk 371,garden,5.51,11.67,B014,Bazaar Branch 14,Shiraz,mobile,0,20,wallet,2023-01-05,127,100,Garden,invalid quantity
S000594997,2025-01-05,C012112,Sara,Karimi,sara.karimi12112@example.com,09449596675,Shiraz,2022-11-16,P00111,Basic Cream 111,garden,155.52,295.18,B002,Mall Branch 2,Karaj,partner,0,15,wallet,2024-07-31,213,50,Garden,invalid quantity
S000595758,2024-01-19,C022584,Neda,Mohammadi,neda.mohammadi22584@example.com,09924232992,Karaj,2023-08-19,P00413,Plus Shirt 413,health,344.24,526.41,B025,Bazaar Branch 25,Tehran,mobile,-4,10,online,2025-01-30,170,30,Health,invalid quantity
S000596234,2025-11-13,C001802,Sara,Rahimi,sara.rahimi1802@example.com,09126624066,Isfahan,2023-06-18,P00308,Plus Mixer 308,shoes,387.27,448.11,B035,Mall Branch 35,Isfahan,mobile,0,5,cash,2023-04-09,369,30,Shoes,invalid quantity
S000597471,2023-03-12,C036504,Leila,Akbari,leila.akbari36504@example.com,09685275314,Tehran,2021-03-02,P00426,Basic Mixer 426,toys,288.91,561.11,B003,Bazaar Branch 3,Karaj,online,0,15,online,2025-08-17,123,30,Toys,invalid quantity
S000598708,2025-04-25,C016684,Amir,Karimi,amir.karimi16684@example.com,09671714313,Qom,2022-01-18,P00110,Prime Sneakers 110,office,158.2,278.01,B028,Express Branch 28,Isfahan,partner,0,20,wallet,2025-09-03,170,75,Office,invalid quantity
S000598961,2025-12-26,C044150,Omid,Hosseini,omid.hosseini44150@example.com,09721014542,Tehran,2022-12-05,P00144,Prime Mixer 144,beauty,344.65,540.96,B029,North Branch 29,Tehran,mobile,-1,10,card,2025-10-21,463,30,Beauty,invalid quantity
S000599945,2024-02-20,C018659,Sara,Mohammadi,sara.mohammadi18659@example.com,09966628655,Tehran,2022-04-08,P00467,Nova Headphones 467,clothing,191.58,471.9,B032,Central Branch 32,Shiraz,partner,0,25,wallet,2025-12-08,209,20,Clothing,invalid quantity
S000601182,2023-06-28,C001713,Leila,Karimi,leila.karimi1713@example.com,09116782928,Mashhad,2020-06-14,P00281,Basic Puzzle 281,electronics,55.09,127.69,B003,Bazaar Branch 3,Karaj,online,0,0,cash,2024-09-20,327,75,Electronics,invalid quantity
S000602164,2024-02-03,C016267,Reza,Rostami,reza.rostami16267@example.com,09572279674,Isfahan,2022-12-06,P00405,Prime Coffee 405,sports,382.05,772.23,B035,Mall Branch 35,Isfahan,mobile,-2,25,cash,2025-06-29,302,40,Sports,invalid quantity
S000602419,2025-05-26,C044777,Amir,Akbari,amir.akbari44777@example.com,09729328891,Isfahan,2023-10-20,P00331,Classic Coffee 331,garden,24.75,35.69,B023,Bazaar Branch 23,Rasht,mobile,0,0,card,2025-05-16,63,75,Garden,invalid quantity
S000603656,2024-09-28,C049174,Reza,Karimi,reza.karimi49174@example.com,09789636490,Tehran,2022-11-19,P00499,Pro Coffee 499,gaming,373.77,660.87,B026,Central Branch 26,Mashhad,partner,0,25,card,2024-08-04,461,50,Gaming,invalid quantity
S000604893,2023-04-30,C039642,Omid,Hosseini,omid.hosseini39642@example.com,09280363879,Rasht,2024-05-21,P00123,Pro Mixer 123,books,125.88,338.14,B001,Central Branch 1,Rasht,online,0,0,online,2023-04-06,220,10,Books,invalid quantity
S000605367,2025-07-16,C034140,Sara,Moradi,sara.moradi34140@example.com,09911462773,Shiraz,2023-06-04,P00244,Max Headphones 244,beauty,189.21,312.06,B034,Express Branch 34,Isfahan,partner,-5,10,card,2023-09-09,425,20,Beauty,invalid quantity
S000606130,2023-10-10,C044063,Arman,Jafari,arman.jafari44063@example.com,09777248153,Isfahan,2020-11-04,P00205,Max Ball 205,sports,276.44,597.66,B031,North Branch 31,Tehran,store,0,0,wallet,2024-11-16,68,40,Sports,invalid quantity
S000607367,2023-03-06,C004481,Ali,Jafari,ali.jafari4481@example.com,09413130296,Qom,2022-03-09,P00472,Pro Desk 472,automotive,74.87,99.86,B016,North Branch 16,Rasht,online,0,0,wallet,2023-03-23,338,20,Automotive,invalid quantity
S000608570,2023-10-11,C029734,Omid,Ahmadi,omid.ahmadi29734@example.com,09399417619,Shiraz,2023-06-05,P00120,Pro Cream 120,furniture,105.07,128.77,B007,Central Branch 7,Qom,partner,-2,0,cash,2025-01-21,194,100,Furniture,invalid quantity
S000608604,2025-03-03,C012561,Hana,Rahimi,hana.rahimi12561@example.com,09224336923,Tehran,2023-03-17,P00164,Max Puzzle 164,beauty,264.63,701.39,B012,South Branch 12,Mashhad,online,0,5,wallet,2023-07-08,239,40,Beauty,invalid quantity
S000609841,2023-12-24,C024134,Ali,Moradi,ali.moradi24134@example.com,09255101027,Rasht,2024-10-20,P00197,Nova Puzzle 197,baby,174.84,249.41,B025,Bazaar Branch 25,Tehran,mobile,0,0,online,2024-04-09,445,20,Baby,invalid quantity
S000611078,2023-09-15,C031538,Neda,Ahmadi,neda.ahmadi31538@example.com,09796761821,Tehran,2023-08-01,P00226,Mini Cream 226,toys,358.48,818.98,B018,North Branch 18,Tabriz,partner,0,25,online,2023-03-30,281,40,Toys,invalid quantity
S000611773,2024-02-05,C002295,Yasin,Mohammadi,yasin.mohammadi2295@example.com,09557523905,Mashhad,2022-08-15,P00215,Mini Puzzle 215,music,73.52,87.63,B007,Central Branch 7,Qom,partner,-5,0,card,2025-07-25,287,30,Music,invalid quantity
S000612315,2025-01-25,C024013,Maryam,Salehi,maryam.salehi24013@example.com,09293307816,Qom,2023-07-24,P00270,Max Headphones 270,office,99.29,222.5,B018,North Branch 18,Tabriz,partner,0,5,card,2025-06-10,56,40,Office,invalid quantity
S000613552,2023-02-28,C036692,Ali,Jafari,ali.jafari36692@example.com,09614378728,Isfahan,2020-08-27,P00086,Plus Cream 86,toys,326.49,808.57,B003,Bazaar Branch 3,Karaj,online,0,0,online,2025-03-04,297,100,Toys,invalid quantity
S000614789,2024-09-28,C037096,Amir,Karimi,amir.karimi37096@example.com,09766630467,Isfahan,2023-01-22,P00458,Nova Cream 458,travel,243.73,604.02,B013,Outlet Branch 13,Mashhad,mobile,0,0,online,2025-01-10,361,100,Travel,invalid quantity
S000614976,2024-02-06,C048528,Mina,Karimi,mina.karimi48528@example.com,09865457140,Shiraz,2023-01-19,P00254,Max Desk 254,jewelry,239.84,534.85,B029,North Branch 29,Tehran,mobile,-1,15,wallet,2025-11-05,442,75,Jewelry,invalid quantity
S000616026,2025-02-16,C043966,Maryam,Rahimi,maryam.rahimi43966@example.com,09987759047,Mashhad,2023-04-21,P00341,Prime Ball 341,electronics,251.88,321.24,B012,South Branch 12,Mashhad,online,0,15,card,2023-12-20,282,10,Electronics,invalid quantity
S000617263,2024-03-14,C048094,Reza,Hosseini,reza.hosseini48094@example.com,09208775941,Shiraz,2023-12-04,P00125,Classic Cream 125,sports,248.17,471.89,B039,Mall Branch 39,Shiraz,online,0,0,card,2024-03-05,359,100,Sports,invalid quantity
S000618179,2023-12-19,C029522,Amir,Mohammadi,amir.mohammadi29522@example.com,09130344909,Rasht,2023-03-05,P00409,Plus Ball 409,grocery,244.96,443.97,B025,Bazaar Branch 25,Tehran,mobile,-3,0,card,2024-11-21,326,40,Grocery,invalid quantity
S000618500,2024-04-12,C047888,Amir,Ahmadi,amir.ahmadi47888@example.com,09581908068,Tehran,2024-04-09,P00084,Smart Desk 84,beauty,17.93,30.03,B020,North Branch 20,Shiraz,online,0,25,wallet,2024-02-21,336,20,Beauty,invalid quantity
S000619737,2023-09-26,C039541,Amir,Akbari,amir.akbari39541@example.com,09429606229,Isfahan,2022-01-04,P00207,Basic Headphones 207,clothing,326.51,909.62,B039,Mall Branch 39,Shiraz,online,0,25,card,2025-12-12,16,75,Clothing,invalid quantity
S000620974,2023-10-23,C046753,Yasin,Akbari,yasin.akbari46753@example.com,09226482717,Isfahan,2020-08-18,P00289,Classic Ball 289,grocery,184.22,500.0,B028,Express Branch 28,Isfahan,partner,0,10,wallet,2024-09-28,488,100,Grocery,invalid quantity
S000621382,2024-09-10,C048726,Mina,Ahmadi,mina.ahmadi48726@example.com,09849416529,Qom,2024-01-03,P00146,Max Cream 146,toys,343.18,874.03,B037,Bazaar Branch 37,Tehran,online,-2,15,cash,2024-01-31,279,20,Toys,invalid quantity
S000622211,2023-07-08,C015029,Arman,Mohammadi,arman.mohammadi15029@example.com,09238113393,Isfahan,2024-12-01,P00241,Prime Sneakers 241,electronics,207.74,325.11,B033,South Branch 33,Isfahan,online,0,0,online,2024-07-20,46,30,Electronics,invalid quantity
S000623448,2023-06-02,C048011,Hana,Jafari,hana.jafari48011@example.com,09549027689,Karaj,2022-02-24,P00002,Classic Ball 2,home appliances,205.44,250.43,B006,North Branch 6,Tehran,online,0,10,card,2024-05-24,379,40,Home Appliances,invalid quantity
S000624585,2025-02-22,C005075,Omid,Jafari,omid.jafari5075@example.com,09125097245,Rasht,2023-05-02,P00322,Eco Coffee 322,home appliances,264.59,333.64,B030,Airport Branch 30,Mashhad,mobile,-4,0,cash,2024-11-27,353,20,Home Appliances,invalid quantity
S000624685,2023-12-21,C027233,Hana,Hosseini,hana.hosseini27233@example.com,09118808514,Tabriz,2021-12-24,P00466,Classic Mixer 466,toys,194.76,453.54,B032,Central Branch 32,Shiraz,partner,0,5,card,2023-01-28,358,30,Toys,invalid quantity
S000625922,2023-01-21,C013833,Arman,Rahimi,arman.rahimi13833@example.com,09343290790,Mashhad,2023-11-18,P00240,Classic Mixer 240,furniture,231.53,472.09,B022,Outlet Branch 22,Rasht,mobile,0,10,online,2024-03-11,172,75,Furniture,invalid quantity
S000627159,2024-03-25,C006797,Maryam,Ahmadi,maryam.ahmadi6797@example.com,09202655932,Qom,2024-02-22,P00027,Prime Mixer 27,clothing,183.73,503.78,B028,Express Branch 28,Isfahan,partner,0,0,online,2025-12-05,302,50,Clothing,invalid quantity
S000627788,2025-07-29,C005828,Sara,Moradi,sara.moradi5828@example.com,09908135928,Tehran,2023-02-09,P00001,Mini Desk 1,electronics,75.63,160.11,B031,North Branch 31,Tehran,store,-1,15,online,2024-06-07,371,10,Electronics,invalid quantity
S000628396,2023-02-10,C040617,Maryam,Salehi,maryam.salehi40617@example.com,09505064035,Karaj,2022-06-17,P00173,Max Sneakers 173,health,70.99,167.61,B019,Bazaar Branch 19,Shiraz,mobile,0,0,card,2025-08-18,181,20,Health,invalid quantity
S000629633,2025-03-08,C011397,Omid,Moradi,omid.moradi11397@example.com,09157892809,Tabriz,2023-11-05,P00259,Classic Shirt 259,gaming,149.43,334.22,B005,South Branch 5,Tehran,online,0,20,card,2024-04-23,199,10,Gaming,invalid quantity
S000630870,2024-02-15,C045997,Maryam,Rahimi,maryam.rahimi45997@example.com,09826343617,Isfahan,2020-05-15,P00450,Smart Headphones 450,office,72.78,172.51,B025,Bazaar Branch 25,Tehran,mobile,0,20,card,2024-05-27,81,50,Office,invalid quantity
S000630991,2024-03-03,C030008,Ali,Mohammadi,ali.mohammadi30008@example.com,09149461140,Shiraz,2023-09-22,P00470,Nova Notebook 470,office,126.78,262.45,B004,Bazaar Branch 4,Rasht,partner,-5,0,card,2024-08-09,335,50,Office,invalid quantity
S000632107,2025-04-26,C004282,Hana,Jafari,hana.jafari4282@example.com,09117548599,Tabriz,2024-11-13,P00010,Max Sneakers 10,office,158.66,261.05,B010,Central Branch 10,Rasht,mobile,0,10,cash,2023-10-24,375,10,Office,invalid quantity
S000633344,2024-03-27,C012114,Sara,Salehi,sara.salehi12114@example.com,09851809028,Tehran,2021-08-11,P00031,Mini Coffee 31,garden,22.73,26.89,B021,Airport Branch 21,Tehran,online,0,10,online,2023-03-01,158,100,Garden,invalid quantity
S000634194,2023-11-06,C013622,Mina,Hosseini,mina.hosseini13622@example.com,09262513462,Mashhad,2020-12-18,P00452,Plus Ball 452,automotive,277.1,374.74,B017,Express Branch 17,Tehran,online,-5,20,cash,2024-01-09,18,100,Automotive,invalid quantity
S000634581,2024-02-24,C014284,Amir,Moradi,amir.moradi14284@example.com,09694990516,Tabriz,2020-12-18,P00214,Nova Cream 214,jewelry,95.86,187.81,B035,Mall Branch 35,Isfahan,mobile,0,10,wallet,2024-02-05,423,100,Jewelry,invalid quantity
S000635818,2024-01-19,C041429,Omid,Rostami,omid.rostami41429@example.com,09251767286,Mashhad,2023-04-17,P00497,Eco Headphones 497,baby,117.38,175.5,B015,Outlet Branch 15,Isfahan,partner,0,5,online,2024-10-06,22,100,Baby,invalid quantity
S000637055,2023-02-03,C001740,Yasin,Ahmadi,yasin.ahmadi1740@example.com,09401296420,Tehran,2020-08-15,P00077,Smart Mixer 77,baby,358.16,681.63,B036,Express Branch 36,Tehran,store,0,0,card,2025-04-01,251,30,Baby,invalid quantity
S000637397,2025-12-02,C028811,Maryam,Hosseini,maryam.hosseini28811@example.com,09525377524,Tabriz,2024-05-24,P00331,Classic Coffee 331,garden,24.75,35.69,B030,Airport Branch 30,Mashhad,mobile,-5,25,wallet,2023-05-04,190,75,Garden,invalid quantity
S000638292,2025-06-28,C043766,Neda,Rostami,neda.rostami43766@example.com,09762807576,Isfahan,2021-03-19,P00041,Prime Puzzle 41,electronics,176.45,458.88,B005,South Branch 5,Tehran,online,0,5,wallet,2025-08-14,380,100,Electronics,invalid quantity
S000639529,2024-06-16,C002078,Neda,Salehi,neda.salehi2078@example.com,09835485325,Isfahan,2023-05-18,P00211,Max Cream 211,garden,327.13,381.27,B037,Bazaar Branch 37,Tehran,online,0,0,cash,2024-11-27,385,30,Garden,invalid quantity
S000640600,2023-06-07,C039069,Sara,Jafari,sara.jafari39069@example.com,09990841905,Isfahan,2021-05-17,P00484,Classic Mixer 484,beauty,335.8,844.89,B024,Outlet Branch 24,Tehran,store,-5,0,cash,2025-02-17,193,20,Beauty,invalid quantity
S000640766,2024-04-08,C033814,Ali,Mohammadi,ali.mohammadi33814@example.com,09329847352,Tehran,2020-10-28,P00262,Pro Ball 262,home appliances,241.76,348.55,B035,Mall Branch 35,Isfahan,mobile,0,0,card,2024-10-20,127,40,Home Appliances,invalid quantity
S000642003,2024-08-06,C002367,Leila,Moradi,leila.moradi2367@example.com,09368113097,Isfahan,2021-05-03,P00257,Nova Headphones 257,baby,285.53,336.65,B010,Central Branch 10,Rasht,mobile,0,0,card,2023-09-13,74,20,Baby,invalid quantity
S000643240,2025-11-21,C030603,Amir,Salehi,amir.salehi30603@example.com,09568254981,Tehran,2021-09-15,P00294,Basic Headphones 294,jewelry,58.86,141.09,B007,Central Branch 7,Qom,partner,0,20,online,2025-11-06,96,10,Jewelry,invalid quantity
S000643803,2025-06-20,C017137,Omid,Akbari,omid.akbari17137@example.com,09102256556,Tabriz,2022-10-09,P00100,Prime Headphones 100,furniture,18.93,39.17,B040,Outlet Branch 40,Tehran,online,-3,15,card,2023-04-05,168,100,Furniture,invalid quantity
S000644477,2024-06-19,C017414,Arman,Rahimi,arman.rahimi17414@example.com,09282468589,Karaj,2023-01-24,P00280,Classic Cream 280,furniture,161.54,357.81,B006,North Branch 6,Tehran,online,0,5,online,2025-09-22,360,40,Furniture,invalid quantity
S000645714,2025-07-05,C039776,Reza,Rostami,reza.rostami39776@example.com,09564278676,Isfahan,2023-07-31,P00361,Classic Sneakers 361,electronics,273.95,375.35,B012,South Branch 12,Mashhad,online,0,0,online,2025-04-23,204,10,Electronics,invalid quantity
S000646951,2024-10-12,C007928,Mina,Jafari,mina.jafari7928@example.com,09716231329,Shiraz,2024-04-29,P00335,Prime Shirt 335,music,134.04,309.67,B003,Bazaar Branch 3,Karaj,online,0,15,wallet,2023-07-18,391,50,Music,invalid quantity
S000647006,2025-04-14,C023492,Hana,Moradi,hana.moradi23492@example.com,09252490241,Shiraz,2023-01-16,P00007,Prime Coffee 7,clothing,118.64,318.72,B036,Express Branch 36,Tehran,store,-1,0,cash,2023-02-25,345,20,Clothing,invalid quantity
S000648188,2023-09-29,C001122,Mina,Ahmadi,mina.ahmadi1122@example.com,09454939091,Mashhad,2023-12-24,P00128,Mini Coffee 128,shoes,136.7,209.32,B023,Bazaar Branch 23,Rasht,mobile,0,5,card,2024-11-12,331,100,Shoes,invalid quantity
S000649425,2024-01-10,C016863,Sara,Mohammadi,sara.mohammadi16863@example.com,09510535728,Isfahan,2022-08-24,P00012,Classic Headphones 12,automotive,167.7,202.09,B020,North Branch 20,Shiraz,online,0,0,online,2025-10-12,72,50,Automotive,invalid quantity
S000650209,2023-03-10,C019384,Ali,Salehi,ali.salehi19384@example.com,09698407295,Karaj,2021-04-06,P00342,Pro Coffee 342,home appliances,189.24,448.09,B017,Express Branch 17,Tehran,online,-3,5,wallet,2024-10-23,367,20,Home Appliances,invalid quantity
S000650662,2023-11-03,C021736,Hana,Ahmadi,hana.ahmadi21736@example.com,09379106497,Tabriz,2023-09-21,P00185,Classic Mixer 185,sports,266.46,434.87,B022,Outlet Branch 22,Rasht,mobile,0,25,cash,2025-01-09,6,10,Sports,invalid quantity
S000651899,2024-04-24,C012882,Sara,Salehi,sara.salehi12882@example.com,09763271023,Isfahan,2021-10-29,P00430,Nova Puzzle 430,office,49.37,56.85,B009,South Branch 9,Isfahan,store,0,5,online,2025-01-01,464,10,Office,invalid quantity
S000653136,2025-03-16,C001186,Reza,Akbari,reza.akbari1186@example.com,09250721880,Mashhad,2020-11-22,P00296,Smart Sneakers 296,pets,276.49,703.33,B026,Central Branch 26,Mashhad,partner,0,0,online,2024-12-21,400,50,Pets,invalid quantity
S000653412,2025-03-05,C025083,Yasin,Salehi,yasin.salehi25083@example.com,09731409661,Qom,2024-08-17,P00018,Eco Headphones 18,travel,87.72,230.0,B014,Bazaar Branch 14,Shiraz,mobile,-3,0,online,2024-04-02,177,50,Travel,invalid quantity
S000654373,2024-09-09,C023443,Yasin,Karimi,yasin.karimi23443@example.com,09396371972,Tehran,2020-07-29,P00435,Plus Mixer 435,music,312.34,794.47,B012,South Branch 12,Mashhad,online,0,0,online,2023-04-15,68,30,Music,invalid quantity
S000655610,2023-12-22,C003683,Yasin,Hosseini,yasin.hosseini3683@example.com,09447716573,Shiraz,2022-06-25,P00113,Mini Coffee 113,health,187.79,369.98,B017,Express Branch 17,Tehran,online,0,0,online,2024-03-02,477,50,Health,invalid quantity
S000656615,2023-12-10,C024840,Amir,Karimi,amir.karimi24840@example.com,09195337303,Shiraz,2023-05-21,P00458,Nova Cream 458,travel,243.73,604.02,B013,Outlet Branch 13,Mashhad,mobile,-4,25,online,2024-02-18,332,10,Travel,invalid quantity
S000656847,2023-06-08,C018889,Mina,Karimi,mina.karimi18889@example.com,09804988240,Tehran,2021-04-11,P00171,Classic Ball 171,garden,303.57,643.09,B021,Airport Branch 21,Tehran,online,0,0,wallet,2025-11-21,66,100,Garden,invalid quantity
S000658084,2024-10-06,C000992,Ali,Rostami,ali.rostami992@example.com,09417403063,Shiraz,2022-05-07,P00168,Nova Shirt 168,shoes,170.28,243.7,B028,Express Branch 28,Isfahan,partner,0,5,cash,2023-04-16,201,75,Shoes,invalid quantity
S000659321,2025-05-24,C023121,Amir,Salehi,amir.salehi23121@example.com,09909714889,Tehran,2021-01-23,P00366,Classic Notebook 366,toys,320.6,753.55,B022,Outlet Branch 22,Rasht,mobile,0,20,cash,2024-09-22,196,20,Toys,invalid quantity
S000659818,2024-08-19,C021559,Neda,Rostami,neda.rostami21559@example.com,09117671524,Mashhad,2022-12-04,P00243,Smart Desk 243,books,137.29,377.72,B037,Bazaar Branch 37,Tehran,online,-3,0,card,2025-03-03,354,20,Books,invalid quantity
S000660558,2023-01-30,C003894,Maryam,Karimi,maryam.karimi3894@example.com,09262176514,Karaj,2021-11-01,P00498,Prime Coffee 498,travel,36.32,65.61,B002,Mall Branch 2,Karaj,partner,0,15,online,2024-12-20,98,20,Travel,invalid quantity
S000661795,2023-01-10,C046137,Hana,Rostami,hana.rostami46137@example.com,09294449315,Shiraz,2024-01-14,P00326,Eco Sneakers 326,toys,67.56,99.81,B001,Central Branch 1,Rasht,online,0,15,card,2025-01-19,236,50,Toys,invalid quantity
S000663021,2025-07-22,C025111,Neda,Hosseini,neda.hosseini25111@example.com,09245579726,Rasht,2021-07-30,P00313,Pro Mixer 313,health,81.26,160.74,B003,Bazaar Branch 3,Karaj,online,-1,20,online,2023-06-11,447,20,Health,invalid quantity
S000663032,2024-07-28,C026959,Mina,Rahimi,mina.rahimi26959@example.com,09924907251,Karaj,2021-01-25,P00403,Mini Ball 403,books,380.22,1017.38,B014,Bazaar Branch 14,Shiraz,mobile,0,25,online,2023-12-12,160,40,Books,invalid quantity
S000664269,2025-10-23,C015076,Sara,Akbari,sara.akbari15076@example.com,09517936883,Karaj,2022-03-16,P00254,Max Desk 254,jewelry,239.84,534.85,B006,North Branch 6,Tehran,online,0,0,cash,2023-07-19,476,100,Jewelry,invalid quantity
S000665506,2024-01-21,C000696,Leila,Mohammadi,leila.mohammadi696@example.com,09412940071,Rasht,2023-11-24,P00302,Nova Shirt 302,home appliances,179.53,245.27,B015,Outlet Branch 15,Isfahan,partner,0,5,online,2024-01-02,205,10,Home Appliances,invalid quantity
S000666224,2024-10-09,C023946,Leila,Akbari,leila.akbari23946@example.com,09679783802,Qom,2020-11-11,P00482,Classic Coffee 482,home appliances,63.22,175.51,B013,Outlet Branch 13,Mashhad,mobile,-1,0,online,2023-08-05,391,100,Home Appliances,invalid quantity
S000666743,2024-08-13,C043329,Hana,Salehi,hana.salehi43329@example.com,09787990243,Karaj,2024-02-18,P00175,Smart Sneakers 175,music,258.3,449.81,B032,Central Branch 32,Shiraz,partner,0,10,online,2024-08-28,462,30,Music,invalid quantity
S000667980,2025-08-27,C045992,Neda,Jafari,neda.jafari45992@example.com,09823227928,Shiraz,2022-04-27,P00299,Basic Desk 299,gaming,20.33,50.31,B011,Central Branch 11,Tehran,partner,0,25,wallet,2023-09-06,314,40,Gaming,invalid quantity
S000669217,2025-06-26,C042448,Arman,Ahmadi,arman.ahmadi42448@example.com,09940825201,Qom,2024-02-18,P00446,Nova Coffee 446,toys,315.88,760.78,B012,South Branch 12,Mashhad,online,0,5,online,2023-12-14,244,20,Toys,invalid quantity
S000669427,2025-11-15,C027428,Yasin,Rahimi,yasin.rahimi27428@example.com,09681060818,Qom,2021-10-05,P00089,Smart Shirt 89,grocery,47.08,58.83,B010,Central Branch 10,Rasht,mobile,-3,10,online,2025-06-19,411,75,Grocery,invalid quantity
S000670454,2023-06-14,C021254,Leila,Rostami,leila.rostami21254@example.com,09839927426,Tehran,2024-01-14,P00112,Basic Puzzle 112,automotive,340.55,706.63,B013,Outlet Branch 13,Mashhad,mobile,0,10,card,2023-09-01,188,20,Automotive,invalid quantity
S000671691,2025-12-22,C020404,Hana,Rahimi,hana.rahimi20404@example.com,09276801192,Shiraz,2023-09-28,P00435,Plus Mixer 435,music,312.34,794.47,B028,Express Branch 28,Isfahan,partner,0,15,card,2025-11-03,333,10,Music,invalid quantity
S000672630,2023-03-27,C035950,Ali,Karimi,ali.karimi35950@example.com,09757945535,Shiraz,2021-12-09,P00392,Prime Cream 392,automotive,121.0,209.49,B015,Outlet Branch 15,Isfahan,partner,-2,0,cash,2025-06-07,7,30,Automotive,invalid quantity
S000672928,2023-03-20,C009468,Omid,Moradi,omid.moradi9468@example.com,09347394195,Mashhad,2023-12-18,P00156,Nova Shirt 156,pets,184.17,381.04,B010,Central Branch 10,Rasht,mobile,0,15,cash,2024-04-18,238,20,Pets,invalid quantity
S000674165,2024-10-22,C028187,Ali,Salehi,ali.salehi28187@example.com,09943337335,Tehran,2023-07-11,P00023,Eco Ball 23,books,204.05,491.54,B040,Outlet Branch 40,Tehran,online,0,5,card,2024-02-17,189,75,Books,invalid quantity
S000675402,2025-10-08,C004499,Omid,Akbari,omid.akbari4499@example.com,09600846894,Rasht,2024-04-12,P00352,Nova Desk 352,automotive,256.47,527.87,B013,Outlet Branch 13,Mashhad,mobile,0,0,card,2025-03-03,396,100,Automotive,invalid quantity
S000675833,2023-06-23,C008190,Yasin,Rahimi,yasin.rahimi8190@example.com,09764067790,Shiraz,2020-02-06,P00172,Max Cream 172,automotive,255.92,403.54,B006,North Branch 6,Tehran,online,-2,0,card,2025-12-06,113,40,Automotive,invalid quantity
S000676639,2023-02-09,C002902,Leila,Moradi,leila.moradi2902@example.com,09173700896,Shiraz,2022-05-16,P00157,Smart Puzzle 157,baby,225.98,442.33,B007,Central Branch 7,Qom,partner,0,20,wallet,2025-03-08,264,100,Baby,invalid quantity
S000677876,2024-07-31,C043153,Reza,Jafari,reza.jafari43153@example.com,09306362736,Shiraz,2023-03-23,P00431,Smart Coffee 431,garden,220.23,444.28,B025,Bazaar Branch 25,Tehran,mobile,0,0,online,2023-01-23,146,100,Garden,invalid quantity
S000679036,2025-02-01,C045784,Omid,Mohammadi,omid.mohammadi45784@example.com,09314426513,Tehran,2024-02-13,P00035,Nova Puzzle 35,music,269.5,446.45,B004,Bazaar Branch 4,Rasht,partner,-3,15,card,2023-11-25,170,50,Music,invalid quantity
S000679113,2024-09-20,C028418,Arman,Rostami,arman.rostami28418@example.com,09923349214,Karaj,2020-11-08,P00333,Smart Shirt 333,health,339.25,667.08,B008,West Branch 8,Isfahan,store,0,0,card,2023-10-25,252,20,Health,invalid quantity
