sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level
S000000929,04/23/2023,C004828,Yasin,Mohammadi,yasin.mohammadi4828@example.com,9499399531.0,shiraz,05/20/2022,P00332,Nova Notebook 332,Automotive,391.91,849.23,B002,Mall Branch 2,Karaj,partner,8,0,online,2024-08-01,436,75
S000000930,10-02-2023,C037430,Neda,Jafari,neda.jafari37430@example.com,9126026024.0,Mashhad,21-01-2023,P00010,Max Sneakers 10,Office,158.66,261.05,B025,Bazaar Branch 25,Tehran,mobile,5,0,Online,2023-10-10,54,75
S000000931,2024/04/11,C047197,Maryam,Karimi,maryam.karimi47197@example.com,9339589449.0,Shiraz,12-03-2020,P00187,Basic Shirt 187,Clothing,144.89,318.21,B016,North Branch 16,Rasht,online,1,20,CARD,06/08/2025,3,50
S000000932,2023-04-26,C010545,Sara,Salehi,sara.salehi10545@example.com,9197148720.0,Karaj,17-08-2024,P00413,Plus Shirt 413,Health,344.24,526.41,B002,Mall Branch 2,Karaj,partner,2,0,CARD,08/08/2024,378,40
S000000933,03/16/2024,C006905,Maryam,Rostami,maryam.rostami6905@example.com,9894132650.0,shiraz,2020/06/02,P00401,Classic Puzzle 401,Electronics,154.81,387.8,B037,Bazaar Branch 37,Tehran,online,2,20,CARD,10/02/2023,15,75
S000000934,19-08-2025,C037161,Yasin,Jafari,yasin.jafari37161@example.com,9482459926.0,isfahan,2022/09/08,P00485,Classic Desk 485,Sports,77.9,130.26,B014,Bazaar Branch 14,shiraz,mobile,2,15,Online,05/10/2023,331,30
S000000935,2024/04/20,C033257,Amir,Hosseini,amir.hosseini33257@example.com,9758594988.0,Tabriz,2020/10/04,P00272,Smart Coffee 272,Automotive,213.09,320.35,B005,South Branch 5,TEHRAN,online,4,0,online,10/07/2024,18,20
S000000936,2024-03-06,C000847,Arman,Mohammadi,arman.mohammadi847@example.com,9592265554.0,Rasht,2020-06-22,P00345,Pro Notebook 345,Sports,377.52,887.44,B037,Bazaar Branch 37,Tehran,online,3,0,cash,03/20/2023,380,50
S000000937,01/04/2025,C013654,Leila,Rostami,leila.rostami13654@example.com,9733766096.0,TEHRAN,2023-03-26,P00484,Classic Mixer 484,Beauty,335.8,844.89,B014,Bazaar Branch 14,shiraz,mobile,1,25,CARD,04/25/2025,472,100
S000000938,21-08-2025,C036646,Omid,Rostami,omid.rostami36646@example.com,9920775545.0,Tehran,2023-03-17,P00029,Smart Ball 29,Grocery,145.16,224.66,B017,Express Branch 17,tehran,online,1,0,online,04-11-2025,42,100
S000000939,2023/01/03,C009636,Leila,Karimi,leila.karimi9636@example.com,9756927403.0,shiraz,02/07/2021,P00305,Prime Shirt 305,Sports,391.21,851.28,B009,South Branch 9,isfahan,store,2,15,Online,07-09-2024,104,50
S000000940,2023-08-19,C022174,Omid,Salehi,omid.salehi22174@example.com,9982523928.0,Mashhad,10/02/2023,P00478,Plus Coffee 478,Travel,277.37,601.41,B022,Outlet Branch 22,Rasht,mobile,5,0,cash,22-09-2025,143,50
S000000941,01/03/2024,C046890,Omid,Rahimi,omid.rahimi46890@example.com,9484988184.0,TEHRAN,01/10/2022,P00322,Eco Coffee 322,Home Appliances,264.59,333.64,B031,North Branch 31,Tehran,store,6,0,CARD,11-11-2025,5,40
S000000942,16-07-2025,C013908,Neda,Salehi,neda.salehi13908@example.com,9465062675.0,Shiraz,26-03-2023,P00242,Plus Puzzle 242,Home Appliances,233.24,393.81,B040,Outlet Branch 40,tehran,online,2,0,cash,05-01-2024,488,100
S000000943,2025/02/28,C007403,Hana,Jafari,hana.jafari7403@example.com,9905396086.0,TEHRAN,29-09-2024,P00411,Max Desk 411,Garden,25.89,56.32,B013,Outlet Branch 13,Mashhad,mobile,6,15,online,07-04-2024,22,20
S000000944,2025-08-22,C027784,Maryam,Mohammadi,maryam.mohammadi27784@example.com,9526823267.0,Isfahan,30-01-2020,P00011,Prime Ball 11,Garden,73.98,195.05,B012,South Branch 12,Mashhad,online,2,5,online,04-10-2025,166,40
S000000945,05/04/2023,C025997,Ali,Akbari,ali.akbari25997@example.com,9125289196.0,Mashhad,2021/05/11,P00362,Prime Notebook 362,Home Appliances,293.28,659.94,B004,Bazaar Branch 4,Rasht,partner,3,25,online,2023/03/15,29,30
S000000946,25-03-2025,C036786,Leila,Mohammadi,leila.mohammadi36786@example.com,9878169578.0,TEHRAN,2021/05/26,P00034,Basic Coffee 34,Jewelry,219.46,377.08,B029,North Branch 29,TEHRAN,mobile,8,15,wallet,2025/03/06,199,50
S000000947,2024/08/16,C033526,Mina,Rahimi,mina.rahimi33526@example.com,9259295307.0,Rasht,2022/03/06,P00306,Nova Headphones 306,Toys,78.17,180.82,B038,East Branch 38,Tehran,mobile,2,15,card,2024/04/18,73,10
S000000948,2024-02-11,C020020,Hana,Salehi,hana.salehi20020@example.com,9202992185.0,Karaj,2024-10-22,P00264,Pro Desk 264,Beauty,281.41,612.86,B023,Bazaar Branch 23,Rasht,mobile,1,5,wallet,2025/09/01,345,100
S000000949,05/05/2025,C008842,Hana,Rahimi,hana.rahimi8842@example.com,9936281472.0,Shiraz,2022-10-20,P00367,Smart Headphones 367,Clothing,172.59,425.74,B021,Airport Branch 21,tehran,online,1,20,cash,2023/04/07,153,20
S000000950,20-01-2023,C016364,Maryam,Rostami,maryam.rostami16364@example.com,9881981738.0,Isfahan,2020-10-14,P00377,Mini Desk 377,Baby,246.61,686.92,B033,South Branch 33,isfahan,online,1,25,CARD,2023/01/09,316,10
S000000951,2024/05/01,C026732,Yasin,Rahimi,yasin.rahimi26732@example.com,9693874143.0,Tabriz,02/23/2021,P00425,Pro Mixer 425,Sports,136.16,346.38,B017,Express Branch 17,tehran,online,1,0,card,2023/04/17,301,30
S000000952,2023-06-07,C035866,Yasin,Ahmadi,yasin.ahmadi35866@example.com,9716328924.0,Karaj,03/22/2024,P00338,Pro Puzzle 338,Travel,237.05,369.95,B007,Central Branch 7,Qom,partner,4,0,wallet,2025-01-19,360,30
S000000953,02/27/2025,C011877,Arman,Rostami,arman.rostami11877@example.com,9140964646.0,isfahan,07/19/2021,P00225,Eco Headphones 225,Sports,120.55,302.55,B033,South Branch 33,isfahan,online,1,25,online,2024-11-06,51,100
S000000954,07-01-2025,C036080,Sara,Ahmadi,sara.ahmadi36080@example.com,9110436388.0,isfahan,31-03-2021,P00265,Eco Mixer 265,Sports,398.58,866.09,B029,North Branch 29,TEHRAN,mobile,6,15,wallet,2024-02-11,158,100
S000000955,2024/01/31,C005243,Yasin,Ahmadi,yasin.ahmadi5243@example.com,9270855252.0,Karaj,14-03-2024,P00124,Plus Coffee 124,Beauty,200.91,367.89,B029,North Branch 29,TEHRAN,mobile,1,15,Online,2024-05-28,344,50
S000000956,2025-05-12,C007182,Mina,Moradi,mina.moradi7182@example.com,9972214492.0,TEHRAN,16-02-2020,P00182,Eco Cream 182,Home Appliances,349.26,822.32,B018,North Branch 18,Tabriz,partner,2,20,online,2023-06-16,5,30
S000000957,11/08/2024,C027790,Ali,Rostami,ali.rostami27790@example.com,9982266168.0,isfahan,2022/09/12,P00367,Smart Headphones 367,Clothing,172.59,425.74,B028,Express Branch 28,isfahan,partner,2,0,online,2023-09-10,497,30
S000000958,19-11-2024,C004972,Arman,Rahimi,arman.rahimi4972@example.com,9158188648.0,tehran,2022/03/23,P00016,Plus Shirt 16,Pets,201.17,553.22,B005,South Branch 5,TEHRAN,online,6,15,CARD,2023-07-27,83,50
S000000959,2025/02/21,C002279,Neda,Ahmadi,neda.ahmadi2279@example.com,9919353456.0,Karaj,2023/04/17,P00227,Eco Shirt 227,Clothing,58.89,115.25,B031,North Branch 31,Tehran,store,3,25,online,01/08/2024,2,75
S000000960,2025-10-14,C035170,Yasin,Karimi,yasin.karimi35170@example.com,9317348062.0,shiraz,2024-06-30,P00081,Eco Coffee 81,Electronics,267.58,643.87,B016,North Branch 16,Rasht,online,2,0,CARD,07/17/2024,237,40
S000000961,11/03/2024,C027275,Ali,Akbari,ali.akbari27275@example.com,9523549960.0,Tehran,2021-09-12,P00313,Pro Mixer 313,Health,81.26,160.74,B028,Express Branch 28,isfahan,partner,1,20,cash,02/25/2024,352,40
S000000962,23-12-2024,C045306,Ali,Karimi,ali.karimi45306@example.com,9870191850.0,Rasht,2020-07-18,P00301,Plus Coffee 301,Electronics,243.45,527.52,B040,Outlet Branch 40,tehran,online,10,0,online,05/03/2023,458,75
S000000963,2025/05/27,C026667,Hana,Mohammadi,hana.mohammadi26667@example.com,9867100761.0,shiraz,10/26/2020,P00220,Smart Cream 220,Furniture,113.15,271.39,B008,West Branch 8,Isfahan,store,6,20,Online,04/29/2025,248,75
S000000964,2024-01-15,C009329,Sara,Moradi,sara.moradi9329@example.com,9366782407.0,Mashhad,04/22/2022,P00411,Max Desk 411,Garden,25.89,56.32,B028,Express Branch 28,isfahan,partner,4,25,cash,11/25/2024,293,20
S000000965,09/30/2024,C021605,Amir,Rostami,amir.rostami21605@example.com,9138483574.0,tehran,05/10/2022,P00118,Classic Notebook 118,Travel,123.09,220.66,B017,Express Branch 17,tehran,online,3,0,wallet,04/12/2025,373,75
S000000966,25-08-2025,C041783,Ali,Jafari,ali.jafari41783@example.com,9758509408.0,Shiraz,12-02-2020,P00051,Classic Ball 51,Garden,94.83,161.88,B040,Outlet Branch 40,tehran,online,2,5,online,23-02-2023,17,10
S000000967,2023/07/31,C037525,Amir,Salehi,amir.salehi37525@example.com,9287527008.0,Tabriz,07-09-2021,P00401,Classic Puzzle 401,Electronics,154.81,387.8,B009,South Branch 9,isfahan,store,2,5,Online,14-10-2025,479,20
S000000968,2024-12-26,C026121,Amir,Salehi,amir.salehi26121@example.com,9928814526.0,Shiraz,15-01-2022,P00043,Prime Mixer 43,Books,59.66,72.72,B018,North Branch 18,Tabriz,partner,2,0,cash,11-03-2024,476,20
S000000969,05/12/2024,C026754,Amir,Rahimi,amir.rahimi26754@example.com,9156074389.0,shiraz,2022/09/22,P00193,Max Mixer 193,Health,263.86,493.43,B034,Express Branch 34,isfahan,partner,1,25,CARD,30-12-2023,7,100
S000000970,05-03-2024,C049208,Omid,Hosseini,omid.hosseini49208@example.com,9686182873.0,Shiraz,2020/10/15,P00194,Eco Coffee 194,Jewelry,44.4,115.98,B024,Outlet Branch 24,TEHRAN,store,1,5,cash,03-08-2025,102,75
S000000971,2023/07/29,C028978,Mina,Rostami,mina.rostami28978@example.com,9595663495.0,Mashhad,2021/04/25,P00337,Nova Sneakers 337,Baby,266.29,458.7,B005,South Branch 5,TEHRAN,online,1,0,online,21-05-2025,240,30
S000000972,2024-09-07,C009080,Arman,Ahmadi,arman.ahmadi9080@example.com,9797574141.0,Shiraz,2020-05-01,P00251,Eco Shirt 251,Garden,386.68,910.55,B036,Express Branch 36,TEHRAN,store,4,0,wallet,04-06-2023,490,20
S000000973,06/29/2024,C035628,Amir,Rostami,amir.rostami35628@example.com,9234332326.0,Shiraz,2022-09-04,P00393,Mini Shirt 393,Health,58.28,125.04,B010,Central Branch 10,Rasht,mobile,1,25,wallet,2025/09/20,314,75
S000000974,01-04-2023,C017279,Maryam,Rostami,maryam.rostami17279@example.com,9309525490.0,Mashhad,2023-12-12,P00486,Classic Notebook 486,Toys,87.08,132.29,B039,Mall Branch 39,Shiraz,online,2,5,card,2025/06/21,478,10
S000000975,2023/11/25,C008402,Ali,Akbari,ali.akbari8402@example.com,9408587274.0,shiraz,06/03/2024,P00242,Plus Puzzle 242,Home Appliances,233.24,393.81,B023,Bazaar Branch 23,Rasht,mobile,1,25,CARD,2025/05/30,126,20
S000000976,2025-11-30,C022313,Reza,Ahmadi,reza.ahmadi22313@example.com,9898993623.0,tehran,12/11/2020,P00442,Pro Mixer 442,Home Appliances,59.04,114.59,B017,Express Branch 17,tehran,online,3,0,Online,2024/12/30,138,30
S000000977,07/22/2024,C003166,Arman,Hosseini,arman.hosseini3166@example.com,9577176303.0,isfahan,10/07/2022,P00255,Classic Sneakers 255,Music,107.06,262.05,B005,South Branch 5,TEHRAN,online,1,15,online,2025/03/31,304,10
S000000978,17-11-2024,C026529,Mina,Ahmadi,mina.ahmadi26529@example.com,9478594574.0,Tabriz,21-10-2020,P00290,Nova Mixer 290,Office,160.58,216.38,B005,South Branch 5,TEHRAN,online,4,10,card,2025/08/21,494,40
S000000979,2023/05/29,C030139,Yasin,Mohammadi,yasin.mohammadi30139@example.com,9980083326.0,isfahan,01-06-2020,P00090,Basic Shirt 90,Office,18.52,40.15,B015,Outlet Branch 15,Isfahan,partner,3,0,Online,2025/05/08,119,20
S000000980,2025-07-12,C025737,Yasin,Akbari,yasin.akbari25737@example.com,9183515949.0,Tehran,13-04-2023,P00424,Eco Coffee 424,Beauty,295.17,614.82,B031,North Branch 31,Tehran,store,3,10,cash,2024-10-23,474,75
S000000981,08/22/2024,C006359,Yasin,Hosseini,yasin.hosseini6359@example.com,9333782758.0,shiraz,2020/08/30,P00500,Nova Headphones 500,Furniture,126.81,193.21,B017,Express Branch 17,tehran,online,2,0,Online,2025-06-22,42,10
S000000982,01-02-2025,C018389,Hana,Karimi,hana.karimi18389@example.com,9335648772.0,Mashhad,2020/08/12,P00270,Max Headphones 270,Office,99.29,222.5,B002,Mall Branch 2,Karaj,partner,2,0,online,2023-03-16,289,30
S000000983,2024/04/30,C041551,Maryam,Salehi,maryam.salehi41551@example.com,9464011491.0,Rasht,2022/05/26,P00053,Max Ball 53,Health,288.74,434.09,B019,Bazaar Branch 19,Shiraz,mobile,3,20,CARD,2025-09-04,358,30
S000000984,2023-05-09,C039528,Neda,Jafari,neda.jafari39528@example.com,9265232078.0,Qom,2021-03-28,P00471,Max Puzzle 471,Garden,150.94,415.48,B024,Outlet Branch 24,TEHRAN,store,3,25,wallet,2025-07-21,488,10
S000000985,03/21/2024,C009342,Omid,Akbari,omid.akbari9342@example.com,9979574547.0,Tabriz,2021-05-16,P00037,Basic Ball 37,Baby,125.82,338.81,B025,Bazaar Branch 25,Tehran,mobile,2,20,online,2025-03-30,369,30
S000000986,27-02-2023,C044504,Arman,Akbari,arman.akbari44504@example.com,9422808812.0,Tabriz,2024-06-15,P00370,Max Puzzle 370,Office,394.39,608.3,B006,North Branch 6,tehran,online,6,0,wallet,2025-03-18,318,75
S000000987,2025/09/08,C001735,Sara,Rostami,sara.rostami1735@example.com,9728238027.0,Mashhad,04/21/2020,P00140,Prime Sneakers 140,Furniture,245.7,525.65,B014,Bazaar Branch 14,shiraz,mobile,1,0,online,08/01/2024,242,40
S000000988,2025-08-30,C010825,Leila,Salehi,leila.salehi10825@example.com,9931242687.0,Rasht,11/03/2021,P00406,Nova Headphones 406,Toys,307.89,791.41,B006,North Branch 6,tehran,online,1,25,Online,10/08/2023,329,10
S000000989,12/21/2023,C034506,Omid,Karimi,omid.karimi34506@example.com,9155915836.0,isfahan,01/09/2024,P00429,Eco Cream 429,Grocery,109.15,222.46,B010,Central Branch 10,Rasht,mobile,6,0,Online,06/08/2025,261,50
S000000990,07-02-2023,C008418,Maryam,Moradi,maryam.moradi8418@example.com,9739750825.0,Isfahan,05-04-2020,P00240,Classic Mixer 240,Furniture,231.53,472.09,B007,Central Branch 7,Qom,partner,1,10,card,03/19/2023,98,75
S000000991,2024/10/26,C043289,Neda,Karimi,neda.karimi43289@example.com,9457232472.0,Qom,25-08-2021,P00339,Max Sneakers 339,Gaming,357.41,586.63,B001,Central Branch 1,Rasht,online,1,20,CARD,01/04/2023,453,30
S000000992,2023-01-21,C018887,Maryam,Moradi,maryam.moradi18887@example.com,9349185488.0,Qom,15-10-2024,P00335,Prime Shirt 335,Music,134.04,309.67,B023,Bazaar Branch 23,Rasht,mobile,2,15,CARD,03/22/2025,358,10
S000000993,02/20/2025,C045751,Arman,Rostami,arman.rostami45751@example.com,9154655165.0,Shiraz,2021/12/31,P00354,Eco Shirt 354,Jewelry,14.36,36.18,B011,Central Branch 11,TEHRAN,partner,1,10,Online,02/25/2025,141,10
S000000994,15-04-2025,C034739,Omid,Rahimi,omid.rahimi34739@example.com,9272586520.0,Karaj,2021/11/23,P00135,Plus Mixer 135,Music,318.36,542.98,B003,Bazaar Branch 3,Karaj,online,2,25,wallet,19-09-2025,411,40
S000000995,2025/12/26,C022930,Omid,Rahimi,omid.rahimi22930@example.com,9164469132.0,Tehran,2020/11/09,P00148,Max Coffee 148,Shoes,122.39,210.51,B027,Express Branch 27,shiraz,store,1,25,wallet,10-08-2023,195,75
S000000996,2023-10-24,C029757,Hana,Karimi,hana.karimi29757@example.com,9761480973.0,shiraz,2020-02-22,P00163,Basic Shirt 163,Books,18.64,34.68,B017,Express Branch 17,tehran,online,6,10,online,21-08-2023,176,10
S000000997,02/24/2025,C020776,Hana,Moradi,,9193993323.0,Rasht,2024-03-29,P00015,Pro Shirt 15,Music,56.2,147.54,B029,North Branch 29,TEHRAN,mobile,1,5,cash,27-08-2025,407,40
S000000998,02-06-2025,C003797,Yasin,Akbari,yasin.akbari3797@example.com,9179375305.0,Tehran,2023-08-21,P00378,Max Ball 378,Travel,84.0,122.48,B027,Express Branch 27,shiraz,store,1,0,cash,11-07-2025,377,75
S000000999,2023/09/05,C034710,Arman,Rahimi,arman.rahimi34710@example.com,9774557089.0,Isfahan,07/27/2020,P00290,Nova Mixer 290,Office,160.58,216.38,B029,North Branch 29,TEHRAN,mobile,1,0,online,10-05-2025,482,50
S000001000,2023-05-02,C001551,Amir,Ahmadi,amir.ahmadi1551@example.com,9391518128.0,isfahan,06/26/2020,P00401,Classic Puzzle 401,Electronics,154.81,387.8,B020,North Branch 20,Shiraz,online,3,15,card,18-05-2024,191,10
S000001001,11/01/2023,C049656,Reza,Ahmadi,reza.ahmadi49656@example.com,9308843097.0,Tabriz,07/14/2023,P00399,Smart Ball 399,Gaming,139.74,282.62,B039,Mall Branch 39,Shiraz,online,8,0,cash,2025/02/16,170,30
S000001002,02-08-2025,C043170,Omid,Salehi,omid.salehi43170@example.com,9431664007.0,Tehran,02-05-2023,P00441,Basic Desk 441,Electronics,185.32,482.87,B032,Central Branch 32,shiraz,partner,1,5,CARD,2025/08/30,159,100
S000001003,2023/07/07,C006310,Hana,Karimi,hana.karimi6310@example.com,9117977747.0,Shiraz,03-07-2023,P00162,Nova Coffee 162,Home Appliances,208.87,309.83,B024,Outlet Branch 24,TEHRAN,store,1,10,card,2023/04/17,415,50
S000001004,2025-06-03,C023939,Neda,Akbari,neda.akbari23939@example.com,9599923276.0,TEHRAN,20-06-2021,P00400,Prime Puzzle 400,Furniture,151.71,240.77,B015,Outlet Branch 15,Isfahan,partner,1,0,online,2023/10/03,471,75
S000001005,03/20/2024,C032655,Maryam,Rostami,maryam.rostami32655@example.com,9787624344.0,tehran,2022/01/10,P00457,Plus Sneakers 457,Baby,51.47,111.57,B029,North Branch 29,TEHRAN,mobile,1,0,card,2025/02/26,269,30
S000001006,30-09-2023,C041066,Leila,Akbari,leila.akbari41066@example.com,9830764775.0,TEHRAN,2020/07/05,P00009,Smart Sneakers 9,Grocery,111.74,136.39,B040,Outlet Branch 40,tehran,online,1,5,wallet,2023/11/16,133,50
S000001007,2025/08/30,C004501,Neda,Salehi,neda.salehi4501@example.com,9198160064.0,Qom,2023/10/22,P00236,Pro Puzzle 236,Pets,157.58,186.29,B033,South Branch 33,isfahan,online,2,5,CARD,2023/07/16,432,100
S000001008,2025-05-10,C020753,Sara,Moradi,sara.moradi20753@example.com,9256183832.0,Tabriz,2024-06-02,P00468,Basic Headphones 468,Shoes,365.42,841.75,B020,North Branch 20,Shiraz,online,4,20,online,2023-04-13,432,75
S000001009,09/07/2024,C035075,Leila,Rostami,leila.rostami35075@example.com,9210783168.0,shiraz,2024-05-05,P00422,Prime Desk 422,Home Appliances,179.61,346.09,B036,Express Branch 36,TEHRAN,store,3,0,CARD,2023-01-15,439,75
S000001010,17-09-2025,C011719,Omid,Hosseini,omid.hosseini11719@example.com,9551052179.0,shiraz,2023-03-01,P00351,Max Notebook 351,Garden,191.99,271.92,B039,Mall Branch 39,Shiraz,online,5,25,wallet,2023-06-29,460,30
S000001011,2024/08/05,C011211,Reza,Akbari,reza.akbari11211@example.com,9299613430.0,Rasht,12/12/2023,P00491,Classic Desk 491,Garden,287.98,508.98,B034,Express Branch 34,isfahan,partner,5,25,CARD,2025-09-26,54,75
S000001012,2025-01-23,C002809,Neda,Akbari,neda.akbari2809@example.com,9404517929.0,shiraz,09/10/2023,P00375,Basic Cream 375,Music,228.29,358.53,B020,North Branch 20,Shiraz,online,8,10,cash,2023-06-10,420,10
S000001013,12/28/2023,C021632,Yasin,Mohammadi,yasin.mohammadi21632@example.com,9621047350.0,shiraz,03/11/2021,P00066,Plus Puzzle 66,Toys,349.69,851.85,B040,Outlet Branch 40,tehran,online,3,25,wallet,2024-10-24,385,20
S000001014,09-05-2025,C042694,Mina,Salehi,mina.salehi42694@example.com,9402318505.0,Tehran,05-05-2022,P00200,Plus Headphones 200,Furniture,258.18,676.84,B025,Bazaar Branch 25,Tehran,mobile,5,0,cash,2024-08-11,89,40
S000001015,2025/08/03,C049345,Arman,Jafari,arman.jafari49345@example.com,9331499610.0,Rasht,27-10-2021,P00431,Smart Coffee 431,Garden,220.23,444.28,B008,West Branch 8,Isfahan,store,3,0,CARD,02/04/2023,412,40
S000001016,2023-04-05,C022255,Mina,Ahmadi,mina.ahmadi22255@example.com,9215237074.0,tehran,25-11-2021,P00140,Prime Sneakers 140,Furniture,245.7,525.65,B038,East Branch 38,Tehran,mobile,3,25,CARD,10/18/2023,457,40
S000001017,10/19/2023,C014039,Arman,Moradi,arman.moradi14039@example.com,9441511243.0,tehran,2023/05/21,P00386,Basic Desk 386,Toys,359.72,470.14,B024,Outlet Branch 24,TEHRAN,store,6,0,card,01/17/2024,256,100
S000001018,08-02-2025,C031011,Neda,Hosseini,neda.hosseini31011@example.com,9347264785.0,Tehran,2022/07/23,P00075,mini shirt 75,Music,268.13,639.04,B017,Express Branch 17,tehran,online,5,0,CARD,03/08/2024,61,40
S000001019,2025/08/25,C009263,Reza,Ahmadi,reza.ahmadi9263@example.com,9490663165.0,Tabriz,2024/06/23,P00270,Max Headphones 270,Office,99.29,222.5,B034,Express Branch 34,isfahan,partner,5,25,card,09/25/2025,425,20
S000001020,2023-02-21,C010167,Mina,Jafari,mina.jafari10167@example.com,9479790058.0,Qom,2024-06-03,P00462,Basic Sneakers 462,Home Appliances,8.73,11.05,B004,Bazaar Branch 4,Rasht,partner,1,0,cash,05/06/2025,366,10
S000001021,08/19/2023,C021516,Omid,Karimi,omid.karimi21516@example.com,9538710984.0,Tehran,2022-02-11,P00144,Prime Mixer 144,Beauty,344.65,540.96,B019,Bazaar Branch 19,Shiraz,mobile,2,0,cash,09/27/2023,79,50
S000001022,31-08-2023,C020293,Ali,Jafari,ali.jafari20293@example.com,9548261805.0,Tehran,2020-09-04,P00457,Plus Sneakers 457,Baby,51.47,111.57,B032,Central Branch 32,shiraz,partner,8,25,CARD,19-05-2025,339,10
S000001023,2025/09/19,C017287,Amir,Akbari,amir.akbari17287@example.com,9205392663.0,Isfahan,07/26/2020,P00126,Plus Puzzle 126,Toys,213.24,527.92,B020,North Branch 20,Shiraz,online,3,0,Online,21-01-2024,71,100
S000001024,2024-02-25,C009693,Yasin,Akbari,yasin.akbari9693@example.com,9651355439.0,Tabriz,03/11/2022,P00307,Nova Notebook 307,Clothing,103.14,175.72,B040,Outlet Branch 40,tehran,online,2,10,CARD,25-11-2023,296,40
S000001025,06/07/2024,C049298,Neda,Jafari,neda.jafari49298@example.com,9837379976.0,Shiraz,09/16/2021,P00492,Eco Sneakers 492,Automotive,247.47,496.34,B016,North Branch 16,Rasht,online,3,15,cash,18-03-2023,349,30
S000001026,22-09-2024,C032023,Reza,Karimi,reza.karimi32023@example.com,9470542561.0,Karaj,18-10-2024,P00148,Max Coffee 148,Shoes,122.39,210.51,B034,Express Branch 34,isfahan,partner,1,0,CARD,26-06-2023,23,75
S000001027,2023/07/24,C009362,Ali,Rahimi,ali.rahimi9362@example.com,9237463485.0,Shiraz,09-06-2020,P00004,Mini Desk 4,Beauty,211.74,535.86,B032,Central Branch 32,shiraz,partner,3,0,online,13-10-2025,118,10
S000001028,2024-08-02,C030550,Mina,Jafari,mina.jafari30550@example.com,9752902352.0,isfahan,05-10-2020,P00023,Eco Ball 23,Books,204.05,491.54,B010,Central Branch 10,Rasht,mobile,6,15,cash,17-04-2024,134,50
S000001029,07/27/2025,C001318,Leila,Rahimi,leila.rahimi1318@example.com,9346269087.0,Shiraz,2024/02/19,P00017,Classic Puzzle 17,Baby,318.55,672.98,B001,Central Branch 1,Rasht,online,2,25,online,2024/12/10,59,100
S000001030,26-07-2023,C015311,Arman,Salehi,arman.salehi15311@example.com,9102836188.0,Rasht,2024/02/12,P00040,Plus Cream 40,Furniture,273.99,678.66,B025,Bazaar Branch 25,Tehran,mobile,2,0,card,2024/08/12,491,20
S000001031,2023/01/16,C001838,Mina,Rahimi,mina.rahimi1838@example.com,9835989586.0,Rasht,2023/11/10,P00212,Smart Puzzle 212,Automotive,203.94,292.16,B019,Bazaar Branch 19,Shiraz,mobile,6,25,wallet,2025/12/19,301,50
S000001032,2025-10-09,C035365,Mina,Moradi,mina.moradi35365@example.com,9953712080.0,Tehran,2020-02-17,P00369,Pro Desk 369,Grocery,82.64,102.81,B030,Airport Branch 30,Mashhad,mobile,4,0,online,2023/08/17,47,40
S000001033,03/13/2024,C043345,Sara,Jafari,sara.jafari43345@example.com,9124071813.0,Qom,2020-01-01,P00215,Mini Puzzle 215,Music,73.52,87.63,B039,Mall Branch 39,Shiraz,online,5,15,cash,2024/12/14,100,40
S000001034,29-01-2023,C013900,Yasin,Salehi,yasin.salehi13900@example.com,9853130361.0,isfahan,2020-11-28,P00135,Plus Mixer 135,Music,318.36,542.98,B040,Outlet Branch 40,tehran,online,3,20,cash,2023/01/07,472,50
S000001035,2024/11/16,C013954,Omid,Salehi,omid.salehi13954@example.com,9883505595.0,Karaj,04/26/2022,P00424,Eco Coffee 424,Beauty,295.17,614.82,B010,Central Branch 10,Rasht,mobile,10,20,card,2024/08/27,35,10
S000001036,2024-02-26,C036298,Arman,Akbari,arman.akbari36298@example.com,9207440230.0,Tabriz,02/01/2020,P00471,Max Puzzle 471,Garden,150.94,415.48,B040,Outlet Branch 40,tehran,online,3,0,wallet,2025-07-11,52,75
S000001037,05/29/2023,C024615,Mina,Moradi,mina.moradi24615@example.com,9757630120.0,Mashhad,03/29/2024,P00123,Pro Mixer 123,Books,125.88,338.14,B015,Outlet Branch 15,Isfahan,partner,3,0,CARD,2023-01-11,420,20
S000001038,16-09-2024,C023786,Ali,Salehi,ali.salehi23786@example.com,9940447212.0,Qom,05-02-2021,P00276,Mini Headphones 276,Pets,20.34,24.03,B021,Airport Branch 21,tehran,online,1,0,cash,2025-06-17,241,100
S000001039,2025/10/05,C022439,Ali,Moradi,ali.moradi22439@example.com,9501127570.0,Mashhad,16-06-2020,P00069,Eco Ball 69,Grocery,41.97,62.04,B003,Bazaar Branch 3,Karaj,online,1,15,Online,2023-12-10,9,40
S000001040,2025-02-05,C022992,Maryam,Jafari,maryam.jafari22992@example.com,9185872477.0,Rasht,15-02-2023,P00152,Basic Desk 152,Automotive,330.94,403.55,B009,South Branch 9,isfahan,store,1,0,Online,2025-10-17,43,30
S000001041,10/31/2025,C043976,Leila,Karimi,leila.karimi43976@example.com,9780390574.0,Mashhad,2020/11/26,P00012,Classic Headphones 12,Automotive,167.7,202.09,B015,Outlet Branch 15,Isfahan,partner,3,25,cash,2025-08-24,175,40
