sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level,rejection_reason
S000115069,2025-09-25,C009662,Leila,Ahmadi,leila.ahmadi9662@example.com,9960537767.0,Karaj,2021-11-28,P00326,Eco Sneakers 326,Toys,67.56,-99.81,B007,Central Branch 7,Qom,partner,2,5,wallet,2023-08-27,455,10,invalid_unit_price
S000115308,2023-12-12,C039661,Amir,Ahmadi,amir.ahmadi39661@example.com,9285505587.0,isfahan,2021-01-03,P00375,Basic Cream 375,Music,228.29,358.53,B010,Central Branch 10,Rasht,mobile,-3,0,CARD,2024-05-04,387,10,invalid_quantity
S000116278,2025-12-28,C013568,Yasin,Rostami,yasin.rostami13568@example.com,9757747584.0,Karaj,2024-02-16,P00107,Smart Coffee 107,Clothing,286.7,387.25,B009,South Branch 9,isfahan,store,0,5,card,2025-03-23,392,10,invalid_quantity
S000116654,2023-09-21,C022240,Yasin,Karimi,yasin.karimi22240@example.com,9643154203.0,Mashhad,2020-07-19,P00237,Classic Puzzle 237,Baby,143.02,216.44,B021,Airport Branch 21,tehran,online,8,5,wallet,2024-07-15,325,100,duplicate_sale_id
S000117036,2024-05-19,C021333,Neda,Salehi,neda.salehi21333@example.com,9777752163.0,Mashhad,2021-08-17,P00046,Nova Notebook 46,Toys,350.7,,B030,Airport Branch 30,Mashhad,mobile,1,0,CARD,2025-12-25,37,75,missing_unit_price
S000117515,2023-04-20,C006485,Hana,Rostami,hana.rostami6485@example.com,9714267952.0,Tehran,2022-02-03,P00312,Nova Mixer 312,Automotive,76.28,208.66,B036,Express Branch 36,TEHRAN,store,0,5,card,2024-02-12,219,75,invalid_quantity
S000117642,2024-08-10,C034973,Leila,Rahimi,leila.rahimi34973@example.com,9336878620.0,Tehran,2024-07-12,P00437,Mini Notebook 437,Baby,,430.16,B032,Central Branch 32,shiraz,partner,5,5,CARD,2024-02-20,396,100,missing_unit_cost
S000118222,2024-06-25,C002649,Neda,Rahimi,neda.rahimi2649@example.com,9141973293.0,Qom,2020-10-30,P00305,Prime Shirt 305,Sports,-391.21,851.28,B001,Central Branch 1,Rasht,online,1,0,Online,2025-02-27,266,40,invalid_unit_cost
S000118511,2023-02-12,C035845,Ali,Karimi,ali.karimi35845@example.com,9380440676.0,Shiraz,2020-12-09,P00193,Max Mixer 193,Health,263.86,493.43,B032,Central Branch 32,shiraz,partner,-4,15,CARD,2024-06-22,366,100,invalid_quantity
S000118752,2023-11-04,C040786,Omid,Rahimi,omid.rahimi40786@example.com,9254435033.0,TEHRAN,2021-11-09,P00416,Basic Cream 416,Pets,322.42,533.41,B019,Bazaar Branch 19,Shiraz,mobile,0,0,Online,2024-05-05,416,20,invalid_quantity
S000119989,2023-10-24,C041684,Reza,Mohammadi,reza.mohammadi41684@example.com,9405515760.0,Tehran,2022-04-11,P00330,Plus Shirt 330,Office,29.9,63.27,B025,Bazaar Branch 25,Tehran,mobile,0,0,card,2023-07-12,247,50,invalid_quantity
S000120072,2024-04-02,C039270,Omid,Akbari,omid.akbari39270@example.com,9688246244.0,isfahan,2020-08-25,P00155,Plus Cream 155,Music,252.23,-303.31,B026,Central Branch 26,Mashhad,partner,6,15,card,2025-05-10,220,100,invalid_unit_price
S000120140,2023-06-24,C041307,Arman,Mohammadi,arman.mohammadi41307@example.com,9423427560.0,Tabriz,2022-12-15,P00439,Classic Puzzle 439,Gaming,297.94,763.39,B004,Bazaar Branch 4,Rasht,partner,4,120,online,2025-08-22,139,75,invalid_discount_percent
S000120287,2024-09-08,C018065,Neda,Hosseini,neda.hosseini18065@example.com,9754494943.0,Isfahan,2024-06-06,P00439,Classic Puzzle 439,Gaming,297.94,,B001,Central Branch 1,Rasht,online,4,15,wallet,2023-05-19,441,30,missing_unit_price
S000120443,2024-02-07,C042823,Omid,Ahmadi,omid.ahmadi42823@example.com,9797269926.0,tehran,2022-12-05,P00311,Pro Sneakers 311,Garden,,245.35,B015,Outlet Branch 15,Isfahan,partner,1,0,wallet,2023-06-07,333,100,missing_unit_cost
S000121226,2025-06-02,C031794,Amir,Rostami,amir.rostami31794@example.com,9176530226.0,TEHRAN,2023-07-18,P00377,Mini Desk 377,Baby,246.61,686.92,B034,Express Branch 34,isfahan,partner,0,0,card,2025-07-30,95,75,invalid_quantity
S000121714,2025-01-15,C001665,Arman,Hosseini,arman.hosseini1665@example.com,9192756659.0,Karaj,2020-09-23,P00084,Smart Desk 84,Beauty,17.93,30.03,B025,Bazaar Branch 25,Tehran,mobile,-3,20,card,2025-02-04,402,100,invalid_quantity
S000122463,2024-07-10,C013544,Arman,Hosseini,arman.hosseini13544@example.com,9500640996.0,Isfahan,2021-11-19,P00135,Plus Mixer 135,Music,318.36,542.98,B005,South Branch 5,TEHRAN,online,0,10,cash,2025-03-30,13,10,invalid_quantity
S000122769,2023-09-12,C024987,Neda,Rostami,neda.rostami24987@example.com,9996895396.0,tehran,2022-08-02,P00307,Nova Notebook 307,Clothing,-103.14,175.72,B023,Bazaar Branch 23,Rasht,mobile,2,10,wallet,2023-08-22,47,20,invalid_unit_cost
S000123244,2025-05-10,C035247,Sara,Salehi,sara.salehi35247@example.com,9713811985.0,Mashhad,2020-01-22,P00173,Max Sneakers 173,Health,,167.61,B031,North Branch 31,Tehran,store,1,5,online,2024-07-08,422,10,missing_unit_cost
S000123538,2023-12-10,C043779,Sara,Mohammadi,sara.mohammadi43779@example.com,9557354748.0,Tehran,2024-04-05,P00461,Basic Puzzle 461,Electronics,340.36,,B010,Central Branch 10,Rasht,mobile,2,25,Online,2024-04-10,259,75,missing_unit_price
S000123700,2025-02-10,C001044,Mina,Rahimi,mina.rahimi1044@example.com,9598514021.0,Tehran,2020-07-23,P00368,Basic Sneakers 368,Shoes,190.32,413.01,B034,Express Branch 34,isfahan,partner,0,20,wallet,2024-01-26,408,40,invalid_quantity
S000124431,2023-04-21,C011045,Omid,Rostami,omid.rostami11045@example.com,9160105598.0,isfahan,2023-03-26,P00292,Eco Notebook 292,Automotive,98.79,275.22,B034,Express Branch 34,isfahan,partner,2,25,cash,2023-06-30,311,100,duplicate_sale_id
S000124917,2025-05-30,C043048,Reza,Akbari,reza.akbari43048@example.com,9791082111.0,Mashhad,2020-07-31,P00027,Prime Mixer 27,Clothing,183.73,503.78,B007,Central Branch 7,Qom,partner,-5,10,Online,2025-07-10,147,100,invalid_quantity
S000124937,2023-04-16,C004817,Reza,Rostami,reza.rostami4817@example.com,9347826908.0,Tabriz,2022-10-10,P00066,Plus Puzzle 66,Toys,349.69,851.85,B035,Mall Branch 35,isfahan,mobile,0,15,card,2025-02-25,492,40,invalid_quantity
S000125075,2024-07-06,C038967,Reza,Mohammadi,reza.mohammadi38967@example.com,9375883142.0,Karaj,2021-07-11,P00001,Mini Desk 1,Electronics,75.63,-160.11,B006,North Branch 6,tehran,online,4,0,cash,2023-03-31,324,50,invalid_unit_price
S000126045,2024-06-24,C031575,Neda,Rostami,neda.rostami31575@example.com,9390836673.0,Tehran,2021-05-30,P00201,Prime Notebook 201,Electronics,,426.39,B034,Express Branch 34,isfahan,partner,6,20,Online,2023-08-20,429,10,missing_unit_cost
S000126147,2025-10-13,C028476,Yasin,Ahmadi,yasin.ahmadi28476@example.com,9731504062.0,Tabriz,2022-07-02,P00089,Smart Shirt 89,Grocery,47.08,58.83,B024,Outlet Branch 24,TEHRAN,store,2,120,cash,2023-02-14,88,75,invalid_discount_percent
S000126174,2025-06-10,C036318,Hana,Rahimi,hana.rahimi36318@example.com,9513826937.0,Tabriz,2021-06-20,P00056,Classic Puzzle 56,Pets,174.98,448.88,B001,Central Branch 1,Rasht,online,0,0,CARD,2025-12-07,452,40,invalid_quantity
S000126789,2023-08-14,C026678,Neda,Jafari,neda.jafari26678@example.com,9269885407.0,Karaj,2024-01-09,P00048,Eco Mixer 48,Shoes,350.81,,B026,Central Branch 26,Mashhad,partner,3,0,wallet,2025-06-16,392,40,missing_unit_price
S000127316,2023-07-31,C040907,Reza,Salehi,reza.salehi40907@example.com,9467742703.0,isfahan,2021-10-09,P00150,Smart Ball 150,Office,-326.14,480.8,B037,Bazaar Branch 37,Tehran,online,2,15,card,2023-03-02,340,10,invalid_unit_cost
S000127411,2024-01-11,C003497,Mina,Hosseini,mina.hosseini3497@example.com,9575880586.0,Isfahan,2023-07-30,P00209,Max Coffee 209,Grocery,191.87,459.46,B016,North Branch 16,Rasht,online,0,20,wallet,2023-06-04,160,40,invalid_quantity
S000128120,2024-01-26,C038221,Amir,Mohammadi,amir.mohammadi38221@example.com,9858413484.0,Shiraz,2023-07-22,P00492,Eco Sneakers 492,Automotive,247.47,496.34,B016,North Branch 16,Rasht,online,-5,0,card,2023-05-18,213,20,invalid_quantity
S000128648,2024-05-28,C047655,Hana,Rostami,hana.rostami47655@example.com,9168015670.0,Tehran,2021-11-07,P00381,Nova Puzzle 381,Electronics,163.77,238.64,B022,Outlet Branch 22,Rasht,mobile,0,15,Online,2025-11-28,195,50,invalid_quantity
S000128846,2025-01-29,C033474,Hana,Rahimi,hana.rahimi33474@example.com,9272680715.0,Qom,2024-01-08,P00020,Basic Headphones 20,Furniture,,336.67,B004,Bazaar Branch 4,Rasht,partner,4,10,cash,2024-05-21,143,20,missing_unit_cost
S000129885,2025-02-01,C013128,Maryam,Jafari,maryam.jafari13128@example.com,9713510483.0,TEHRAN,2023-09-23,P00448,Plus Notebook 448,Shoes,301.44,406.31,B011,Central Branch 11,TEHRAN,partner,0,0,card,2024-02-01,84,20,invalid_quantity
S000130040,2025-08-11,C040525,Reza,Ahmadi,reza.ahmadi40525@example.com,9614876465.0,Qom,2022-01-25,P00201,Prime Notebook 201,Electronics,162.81,,B010,Central Branch 10,Rasht,mobile,3,20,Online,2025-03-19,350,30,missing_unit_price
S000130078,2025-08-24,C048019,Mina,Salehi,mina.salehi48019@example.com,9265793753.0,shiraz,2021-04-05,P00477,Eco Notebook 477,Baby,324.84,-410.46,B017,Express Branch 17,tehran,online,3,5,Online,2023-04-25,389,100,invalid_unit_price
S000131122,2025-10-27,C022863,Neda,Karimi,neda.karimi22863@example.com,9891085167.0,Tabriz,2020-03-30,P00217,Max Sneakers 217,Baby,105.85,160.48,B034,Express Branch 34,isfahan,partner,0,20,cash,2023-07-23,65,75,invalid_quantity
S000131323,2024-02-12,C025584,Reza,Hosseini,reza.hosseini25584@example.com,9383631085.0,Tehran,2020-11-12,P00217,Max Sneakers 217,Baby,105.85,160.48,B006,North Branch 6,tehran,online,-5,25,Online,2025-04-22,227,75,invalid_quantity
S000131647,2025-08-03,C043200,Leila,Hosseini,leila.hosseini43200@example.com,9289497859.0,Tabriz,2022-09-07,P00007,Prime Coffee 7,Clothing,,318.72,B026,Central Branch 26,Mashhad,partner,1,25,Online,2024-07-11,159,100,missing_unit_cost
S000131863,2024-06-15,C040554,Arman,Rostami,arman.rostami40554@example.com,9758421946.0,isfahan,2024-07-18,P00104,Mini Desk 104,Beauty,-185.86,431.35,B003,Bazaar Branch 3,Karaj,online,6,15,CARD,2023-03-22,110,10,invalid_unit_cost
S000132154,2024-05-09,C040307,Maryam,Moradi,maryam.moradi40307@example.com,9163129826.0,TEHRAN,2021-08-01,P00050,Smart Notebook 50,Office,230.15,636.37,B025,Bazaar Branch 25,Tehran,mobile,1,120,CARD,2024-06-04,449,30,invalid_discount_percent
S000132208,2024-05-09,C037415,Amir,Salehi,amir.salehi37415@example.com,9747224582.0,isfahan,2022-07-02,P00236,Pro Puzzle 236,Pets,157.58,186.29,B009,South Branch 9,isfahan,store,1,10,Online,2025-11-26,428,50,duplicate_sale_id
S000132359,2025-05-27,C000773,Neda,Jafari,neda.jafari773@example.com,9985673417.0,Shiraz,2022-10-10,P00049,Max Notebook 49,Grocery,105.19,180.1,B010,Central Branch 10,Rasht,mobile,0,0,wallet,2025-10-14,184,20,invalid_quantity
S000133291,2024-02-14,C039757,Omid,Karimi,omid.karimi39757@example.com,9613760609.0,TEHRAN,2021-11-01,P00375,Basic Cream 375,Music,228.29,,B036,Express Branch 36,TEHRAN,store,2,0,CARD,2024-10-21,295,10,missing_unit_price
S000133596,2024-04-27,C036438,Mina,Salehi,mina.salehi36438@example.com,9617285058.0,Isfahan,2024-07-10,P00143,Classic Cream 143,Books,280.13,530.49,B012,South Branch 12,Mashhad,online,0,5,Online,2023-11-14,59,75,invalid_quantity
S000134448,2024-10-15,C015534,Yasin,Hosseini,yasin.hosseini15534@example.com,9201883978.0,Mashhad,2020-10-15,P00110,Prime Sneakers 110,Office,,278.01,B030,Airport Branch 30,Mashhad,mobile,2,5,online,2025-12-25,131,75,missing_unit_cost
S000134526,2025-10-17,C020097,Yasin,Jafari,yasin.jafari20097@example.com,9132366631.0,tehran,2021-09-30,P00310,Smart Coffee 310,Office,201.78,331.87,B028,Express Branch 28,isfahan,partner,-4,20,Online,2025-07-27,170,50,invalid_quantity
S000134833,2025-03-04,C001479,Reza,Karimi,reza.karimi1479@example.com,9307511166.0,Shiraz,2020-03-07,P00012,Classic Headphones 12,Automotive,167.7,202.09,B009,South Branch 9,isfahan,store,0,0,CARD,2024-10-07,4,40,invalid_quantity
S000135081,2024-03-21,C029150,Hana,Jafari,hana.jafari29150@example.com,9818096977.0,tehran,2023-11-26,P00229,Nova Coffee 229,Grocery,310.04,-785.58,B010,Central Branch 10,Rasht,mobile,2,25,cash,2023-05-07,274,10,invalid_unit_price
S000136070,2023-10-23,C039217,Mina,Karimi,mina.karimi39217@example.com,9626272834.0,Shiraz,2021-09-10,P00430,Nova Puzzle 430,Office,49.37,56.85,B019,Bazaar Branch 19,Shiraz,mobile,0,0,cash,2024-05-22,334,75,invalid_quantity
S000136410,2023-11-26,C035403,Sara,Salehi,sara.salehi35403@example.com,9575953760.0,Isfahan,2021-07-31,P00382,Prime Shirt 382,Home Appliances,-269.62,315.09,B028,Express Branch 28,isfahan,partner,1,0,card,2024-07-14,100,50,invalid_unit_cost
S000136542,2024-11-15,C031228,Reza,Jafari,reza.jafari31228@example.com,9938226850.0,Karaj,2020-11-09,P00273,Nova Cream 273,Health,112.11,,B009,South Branch 9,isfahan,store,1,25,CARD,2024-05-12,428,40,missing_unit_price
S000137249,2023-02-15,C011944,Leila,Karimi,leila.karimi11944@example.com,9212004824.0,Tehran,2023-02-27,P00137,Plus Shirt 137,Baby,,491.41,B040,Outlet Branch 40,tehran,online,6,5,CARD,2024-11-18,457,100,missing_unit_cost
S000137307,2023-06-11,C038320,Reza,Mohammadi,reza.mohammadi38320@example.com,9232840215.0,Qom,2020-01-01,P00306,Nova Headphones 306,Toys,78.17,180.82,B032,Central Branch 32,shiraz,partner,0,0,Online,2025-08-27,54,20,invalid_quantity
S000137729,2023-09-29,C010795,Neda,Rostami,neda.rostami10795@example.com,9789727196.0,isfahan,2021-12-27,P00006,Nova Puzzle 6,Toys,236.33,478.89,B029,North Branch 29,TEHRAN,mobile,-5,0,card,2023-06-08,201,20,invalid_quantity
S000138161,2025-07-25,C024756,Reza,Ahmadi,reza.ahmadi24756@example.com,9715802534.0,Rasht,2022-04-18,P00103,Nova Ball 103,Books,327.2,674.75,B037,Bazaar Branch 37,Tehran,online,1,120,wallet,2023-09-16,9,10,invalid_discount_percent
S000138544,2023-12-07,C038856,Arman,Karimi,arman.karimi38856@example.com,9653065929.0,Shiraz,2023-06-20,P00119,Max Coffee 119,Gaming,82.15,102.14,B003,Bazaar Branch 3,Karaj,online,0,0,wallet,2023-11-07,479,20,invalid_quantity
S000139781,2025-08-26,C045536,Mina,Rostami,mina.rostami45536@example.com,9740200562.0,Shiraz,2023-08-29,P00196,Basic Sneakers 196,Pets,123.58,287.37,B014,Bazaar Branch 14,shiraz,mobile,0,25,cash,2025-05-15,293,100,invalid_quantity
S000139793,2024-10-09,C009653,Amir,Jafari,amir.jafari9653@example.com,9157134478.0,Qom,2020-07-08,P00453,Basic Sneakers 453,Health,151.96,,B002,Mall Branch 2,Karaj,partner,2,0,wallet,2024-08-29,51,50,missing_unit_price
S000139985,2025-04-11,C031904,Ali,Hosseini,ali.hosseini31904@example.com,9713318371.0,Qom,2023-06-19,P00138,Classic Ball 138,Travel,388.44,982.53,B037,Bazaar Branch 37,Tehran,online,5,5,CARD,2024-10-08,427,50,duplicate_sale_id
S000140050,2023-12-26,C015328,Leila,Jafari,leila.jafari15328@example.com,9448102012.0,Tehran,2024-02-16,P00408,Prime Sneakers 408,Shoes,,51.51,B015,Outlet Branch 15,Isfahan,partner,1,0,online,2024-05-07,121,40,missing_unit_cost
S000140084,2025-12-22,C048426,Leila,Mohammadi,leila.mohammadi48426@example.com,9194310961.0,Qom,2022-08-18,P00179,Pro Puzzle 179,Gaming,78.04,-192.56,B019,Bazaar Branch 19,Shiraz,mobile,5,0,cash,2023-04-26,457,40,invalid_unit_price
S000140932,2024-11-14,C047446,Arman,Akbari,arman.akbari47446@example.com,9744393243.0,TEHRAN,2022-05-30,P00145,Prime Headphones 145,Sports,196.35,266.58,B026,Central Branch 26,Mashhad,partner,-5,0,CARD,2025-11-20,360,50,invalid_quantity
S000140957,2024-10-22,C005503,Arman,Mohammadi,arman.mohammadi5503@example.com,9291343796.0,Karaj,2021-10-13,P00326,Eco Sneakers 326,Toys,-67.56,99.81,B017,Express Branch 17,tehran,online,1,5,card,2023-06-01,4,20,invalid_unit_cost
S000141018,2023-04-17,C016297,Sara,Mohammadi,sara.mohammadi16297@example.com,9929190793.0,Isfahan,2022-01-15,P00351,Max Notebook 351,Garden,191.99,271.92,B038,East Branch 38,Tehran,mobile,0,0,Online,2025-04-04,156,100,invalid_quantity
S000142255,2023-05-21,C013415,Yasin,Moradi,yasin.moradi13415@example.com,9987670650.0,tehran,2021-03-05,P00143,Classic Cream 143,Books,280.13,530.49,B035,Mall Branch 35,isfahan,mobile,0,25,cash,2024-08-03,195,40,invalid_quantity
S000142851,2024-10-09,C033718,Omid,Salehi,omid.salehi33718@example.com,9811051031.0,Tabriz,2022-06-16,P00048,Eco Mixer 48,Shoes,,713.98,B038,East Branch 38,Tehran,mobile,1,0,wallet,2025-04-27,24,100,missing_unit_cost
S000143044,2023-12-10,C046804,Mina,Karimi,mina.karimi46804@example.com,9474971564.0,Tabriz,2021-06-10,P00113,Mini Coffee 113,Health,187.79,,B018,North Branch 18,Tabriz,partner,2,25,online,2025-12-27,245,20,missing_unit_price
S000143492,2025-09-22,C033719,Arman,Salehi,arman.salehi33719@example.com,9742291536.0,shiraz,2021-02-05,P00326,Eco Sneakers 326,Toys,67.56,99.81,B033,South Branch 33,isfahan,online,0,20,card,2023-05-23,182,30,invalid_quantity
S000144135,2024-02-09,C047438,Omid,Salehi,omid.salehi47438@example.com,9513189822.0,Isfahan,2024-09-30,P00229,Nova Coffee 229,Grocery,310.04,785.58,B003,Bazaar Branch 3,Karaj,online,-2,25,online,2024-10-14,208,30,invalid_quantity
S000144168,2025-11-10,C047023,Omid,Rostami,omid.rostami47023@example.com,9196696858.0,Tehran,2022-05-04,P00339,Max Sneakers 339,Gaming,357.41,586.63,B034,Express Branch 34,isfahan,partner,4,120,card,2024-11-14,374,40,invalid_discount_percent
S000144729,2023-01-17,C042348,Ali,Karimi,ali.karimi42348@example.com,9567920724.0,Isfahan,2024-05-31,P00434,Mini Shirt 434,Jewelry,294.45,422.67,B027,Express Branch 27,shiraz,store,0,0,cash,2024-05-14,254,100,invalid_quantity
S000145087,2024-04-06,C015961,Arman,Mohammadi,arman.mohammadi15961@example.com,9868456677.0,Qom,2024-10-17,P00449,Mini Cream 449,Grocery,80.17,-173.91,B026,Central Branch 26,Mashhad,partner,2,10,card,2024-12-11,181,50,invalid_unit_price
S000145504,2024-03-22,C039640,Amir,Rostami,amir.rostami39640@example.com,9267490440.0,TEHRAN,2020-11-21,P00469,Prime Desk 469,Grocery,-73.29,87.48,B024,Outlet Branch 24,TEHRAN,store,4,0,Online,2023-12-13,414,30,invalid_unit_cost
S000145652,2024-08-22,C006306,Sara,Jafari,sara.jafari6306@example.com,9679645463.0,Tehran,2022-05-16,P00423,Basic Coffee 423,Books,,435.42,B016,North Branch 16,Rasht,online,2,20,online,2024-08-25,491,20,missing_unit_cost
S000145966,2024-04-23,C008597,Maryam,Mohammadi,maryam.mohammadi8597@example.com,9199767426.0,Shiraz,2021-05-03,P00009,Smart Sneakers 9,Grocery,111.74,136.39,B026,Central Branch 26,Mashhad,partner,0,20,Online,2023-05-23,309,100,invalid_quantity
S000146295,2025-10-11,C028570,Sara,Hosseini,sara.hosseini28570@example.com,9495480831.0,Karaj,2022-08-28,P00365,Basic Shirt 365,Sports,259.92,,B007,Central Branch 7,Qom,partner,3,0,wallet,2024-10-27,125,75,missing_unit_price
S000147203,2024-01-03,C023915,Reza,Rostami,reza.rostami23915@example.com,9249764169.0,Tehran,2024-09-18,P00315,Basic Puzzle 315,Music,242.26,512.27,B002,Mall Branch 2,Karaj,partner,0,0,cash,2025-07-09,254,20,invalid_quantity
S000147338,2024-09-13,C043230,Yasin,Karimi,yasin.karimi43230@example.com,9640064963.0,Tabriz,2023-10-02,P00500,Nova Headphones 500,Furniture,126.81,193.21,B034,Express Branch 34,isfahan,partner,-3,15,Online,2024-08-24,444,10,invalid_quantity
S000147762,2025-08-05,C037247,Arman,Salehi,arman.salehi37247@example.com,9295532958.0,Mashhad,2021-12-19,P00374,Max Headphones 374,Jewelry,34.93,62.7,B015,Outlet Branch 15,Isfahan,partner,1,20,card,2024-10-16,44,20,duplicate_sale_id
S000148440,2023-06-19,C041214,Yasin,Ahmadi,yasin.ahmadi41214@example.com,9304534036.0,Tehran,2021-05-31,P00239,Plus Cream 239,Gaming,283.27,706.9,B002,Mall Branch 2,Karaj,partner,0,20,card,2024-04-27,438,100,invalid_quantity
S000148453,2023-08-01,C001938,Omid,Akbari,omid.akbari1938@example.com,9568294151.0,isfahan,2023-08-17,P00106,Eco Headphones 106,Toys,,376.97,B011,Central Branch 11,TEHRAN,partner,8,0,online,2023-12-07,1,50,missing_unit_cost
S000149546,2023-12-08,C049112,Maryam,Rahimi,maryam.rahimi49112@example.com,9421029435.0,Qom,2022-01-17,P00360,Max Ball 360,Furniture,81.88,,B006,North Branch 6,tehran,online,6,20,online,2025-06-30,223,30,missing_unit_price
S000149677,2023-10-01,C029335,Neda,Moradi,neda.moradi29335@example.com,9907044228.0,Mashhad,2020-02-25,P00193,Max Mixer 193,Health,263.86,493.43,B037,Bazaar Branch 37,Tehran,online,0,25,wallet,2023-05-01,5,50,invalid_quantity
S000150051,2024-02-19,C026394,Amir,Mohammadi,amir.mohammadi26394@example.com,9746754828.0,Isfahan,2023-12-08,P00282,Pro Ball 282,Home Appliances,-148.9,364.51,B033,South Branch 33,isfahan,online,2,25,wallet,2023-12-03,405,30,invalid_unit_cost
S000150090,2023-12-28,C006372,Ali,Hosseini,ali.hosseini6372@example.com,9608801224.0,Qom,2022-01-16,P00253,Classic Notebook 253,Health,79.31,-220.23,B018,North Branch 18,Tabriz,partner,1,0,online,2023-02-20,62,100,invalid_unit_price
S000150175,2023-05-20,C029011,Mina,Mohammadi,mina.mohammadi29011@example.com,9794638678.0,Shiraz,2021-05-04,P00319,Basic Sneakers 319,Gaming,110.8,226.34,B028,Express Branch 28,isfahan,partner,10,120,Online,2025-06-18,276,75,invalid_discount_percent
S000150541,2023-10-02,C008138,Arman,Salehi,arman.salehi8138@example.com,9140739923.0,tehran,2020-03-31,P00275,Mini Mixer 275,Music,9.96,27.06,B035,Mall Branch 35,isfahan,mobile,-4,20,Online,2024-04-16,469,40,invalid_quantity
S000150914,2023-11-23,C038666,Amir,Karimi,amir.karimi38666@example.com,9773368438.0,TEHRAN,2022-07-13,P00312,Nova Mixer 312,Automotive,76.28,208.66,B004,Bazaar Branch 4,Rasht,partner,0,0,CARD,2025-01-10,320,75,invalid_quantity
S000151254,2025-03-12,C029654,Arman,Salehi,arman.salehi29654@example.com,9764729702.0,TEHRAN,2021-02-10,P00297,Nova Puzzle 297,Baby,,100.5,B039,Mall Branch 39,Shiraz,online,3,5,wallet,2024-06-29,304,20,missing_unit_cost
S000152151,2023-03-28,C003435,Maryam,Salehi,maryam.salehi3435@example.com,9576368989.0,Shiraz,2024-06-19,P00286,Plus Desk 286,Toys,31.38,72.28,B039,Mall Branch 39,Shiraz,online,0,15,Online,2024-08-24,13,100,invalid_quantity
S000152797,2025-04-06,C035275,Amir,Moradi,amir.moradi35275@example.com,9578564655.0,Qom,2021-06-28,P00181,Nova Puzzle 181,Electronics,388.81,,B021,Airport Branch 21,tehran,online,4,25,Online,2024-05-26,31,50,missing_unit_price
S000153388,2023-04-23,C045217,Yasin,Ahmadi,yasin.ahmadi45217@example.com,9109261305.0,Mashhad,2024-04-06,P00457,Plus Sneakers 457,Baby,51.47,111.57,B034,Express Branch 34,isfahan,partner,0,0,card,2023-06-21,285,30,invalid_quantity
S000153744,2023-11-06,C023857,Omid,Mohammadi,omid.mohammadi23857@example.com,9986200164.0,Qom,2024-09-24,P00213,Basic Sneakers 213,Health,312.76,515.89,B025,Bazaar Branch 25,Tehran,mobile,-4,20,online,2025-07-19,92,50,invalid_quantity
S000154055,2025-01-25,C036617,Sara,Mohammadi,sara.mohammadi36617@example.com,9109719088.0,isfahan,2020-10-17,P00446,Nova Coffee 446,Toys,,760.78,B018,North Branch 18,Tabriz,partner,8,20,card,2023-03-13,160,20,missing_unit_cost
S000154598,2025-05-12,C014946,Maryam,Moradi,maryam.moradi14946@example.com,9472079275.0,TEHRAN,2020-09-01,P00401,Classic Puzzle 401,Electronics,-154.81,387.8,B033,South Branch 33,isfahan,online,3,25,card,2023-01-01,459,75,invalid_unit_cost
S000154625,2023-04-15,C037149,Neda,Rostami,neda.rostami37149@example.com,9765088973.0,Isfahan,2024-01-19,P00120,Pro Cream 120,Furniture,105.07,128.77,B009,South Branch 9,isfahan,store,0,10,CARD,2023-11-07,446,10,invalid_quantity
S000155093,2024-03-06,C012434,Amir,Mohammadi,amir.mohammadi12434@example.com,9543618266.0,Mashhad,2022-05-19,P00468,Basic Headphones 468,Shoes,365.42,-841.75,B006,North Branch 6,tehran,online,1,5,CARD,2024-11-25,450,50,invalid_unit_price
S000155539,2023-03-12,C001930,Yasin,Jafari,yasin.jafari1930@example.com,9707862900.0,Rasht,2023-07-07,P00209,Max Coffee 209,Grocery,191.87,459.46,B006,North Branch 6,tehran,online,2,0,CARD,2025-12-17,280,75,duplicate_sale_id
S000155862,2025-02-16,C012414,Neda,Akbari,neda.akbari12414@example.com,9826047270.0,TEHRAN,2021-10-22,P00441,Basic Desk 441,Electronics,185.32,482.87,B002,Mall Branch 2,Karaj,partner,0,0,CARD,2024-05-15,317,100,invalid_quantity
S000156048,2024-09-28,C024178,Reza,Rahimi,reza.rahimi24178@example.com,9977362402.0,TEHRAN,2022-09-15,P00150,Smart Ball 150,Office,326.14,,B013,Outlet Branch 13,Mashhad,mobile,2,25,Online,2025-12-22,165,100,missing_unit_price
S000156182,2024-12-13,C000852,Amir,Rostami,amir.rostami852@example.com,9392010397.0,Shiraz,2020-06-01,P00195,Prime Sneakers 195,Music,201.28,495.46,B022,Outlet Branch 22,Rasht,mobile,8,120,online,2025-01-03,106,50,invalid_discount_percent
S000156856,2023-02-05,C030804,Yasin,Salehi,yasin.salehi30804@example.com,9312874380.0,Qom,2022-06-09,P00337,Nova Sneakers 337,Baby,,458.7,B030,Airport Branch 30,Mashhad,mobile,1,0,Online,2023-07-01,453,100,missing_unit_cost
